license_no,restaurant_name,cuisine,area,emirate,inspection_count_2023_2026,violation_count_2023_2026,major_violation_count,repeat_offender_flag,closure_events,ever_closed_flag,dm_star_rating,last_inspection_date
DM-104641,Restaurant 4641,Filipino,Marina,Dubai,2,9,6,0,0,0,4,26-10-2025
DM-104642,Restaurant 4642,Pakistani,Bur Dubai,Dubai,10,0,0,1,0,0,4,01-10-2025
DM-104643,Restaurant 4643,American,Deira,Dubai,11,3,0,1,2,1,4,30-05-2024
DM-104644,Restaurant 4644,Persian,Business Bay,Dubai,3,14,6,0,1,1,4,28-02-2023
DM-104645,Restaurant 4645,American,DIFC,Dubai,3,5,4,0,0,0,2,04-02-2024
DM-104646,Restaurant 4646,Lebanese,Al Barsha,Dubai,9,11,4,0,0,0,3,15-03-2024
DM-104647,Restaurant 4647,Korean,Business Bay,Dubai,4,7,6,0,0,0,1,14-07-2024
DM-104648,Restaurant 4648,Italian,Jumeirah,Dubai,12,3,2,1,0,0,3,25-12-2025
DM-104649,Restaurant 4649,American,Bur Dubai,Dubai,1,11,2,0,1,1,5,24-01-2023
DM-104650,Restaurant 4650,Turkish,JLT,Dubai,7,14,10,1,1,1,2,29-04-2023
DM-104651,Restaurant 4651,Lebanese,Bur Dubai,Dubai,10,3,1,1,0,0,3,21-10-2023
DM-104652,Restaurant 4652,Persian,Silicon Oasis,Dubai,1,15,1,0,1,1,1,26-11-2024
DM-104653,Restaurant 4653,Chinese,Silicon Oasis,Dubai,8,1,0,0,0,0,1,26-06-2025
DM-104654,Restaurant 4654,Chinese,Deira,Dubai,1,1,1,0,0,0,2,09-03-2024
DM-104655,Restaurant 4655,Mexican,Bur Dubai,Dubai,5,7,0,1,1,1,3,26-07-2024
DM-104656,Restaurant 4656,American,Silicon Oasis,Dubai,5,0,0,0,1,1,4,30-05-2024
DM-104657,Restaurant 4657,Japanese,Marina,Dubai,3,7,3,0,0,0,5,13-08-2025
DM-104658,Restaurant 4658,Turkish,Business Bay,Dubai,4,15,2,0,0,0,2,02-05-2024
DM-104659,Restaurant 4659,Turkish,Bur Dubai,Dubai,12,11,1,0,0,0,5,17-05-2024
DM-104660,Restaurant 4660,Persian,JLT,Dubai,2,3,3,0,1,1,1,22-11-2025
DM-104661,Restaurant 4661,Filipino,Silicon Oasis,Dubai,5,15,7,0,0,0,1,14-05-2025
DM-104662,Restaurant 4662,Japanese,Marina,Dubai,10,3,1,1,2,1,1,29-07-2023
DM-104663,Restaurant 4663,Indian,DIFC,Dubai,12,1,1,0,1,1,5,28-03-2023
DM-104664,Restaurant 4664,Korean,Silicon Oasis,Dubai,7,14,14,0,1,1,1,29-05-2024
DM-104665,Restaurant 4665,Persian,Downtown,Dubai,3,9,0,0,1,1,5,01-02-2026
DM-104666,Restaurant 4666,Italian,Silicon Oasis,Dubai,7,2,0,0,1,1,1,26-05-2025
DM-104667,Restaurant 4667,Korean,Marina,Dubai,3,1,0,0,0,0,1,22-05-2024
DM-104668,Restaurant 4668,Japanese,Bur Dubai,Dubai,11,1,1,0,1,1,4,12-05-2025
DM-104669,Restaurant 4669,French,Downtown,Dubai,10,5,4,0,0,0,5,14-12-2023
DM-104670,Restaurant 4670,Pakistani,JLT,Dubai,3,9,5,0,1,1,3,08-01-2025
DM-104671,Restaurant 4671,Chinese,DIFC,Dubai,5,14,4,0,0,0,3,15-11-2025
DM-104672,Restaurant 4672,Filipino,Business Bay,Dubai,8,15,12,0,1,1,2,16-10-2025
DM-104673,Restaurant 4673,Japanese,Jumeirah,Dubai,7,6,2,1,0,0,1,15-01-2023
DM-104674,Restaurant 4674,French,DIFC,Dubai,2,3,1,0,0,0,4,13-01-2023
DM-104675,Restaurant 4675,Japanese,DIFC,Dubai,2,5,4,0,1,1,4,14-12-2024
DM-104676,Restaurant 4676,Turkish,JLT,Dubai,12,0,0,0,1,1,1,11-08-2023
DM-104677,Restaurant 4677,Indian,Jumeirah,Dubai,10,0,0,0,1,1,3,28-01-2025
DM-104678,Restaurant 4678,Chinese,Silicon Oasis,Dubai,3,14,12,0,1,1,5,22-08-2025
DM-104679,Restaurant 4679,Japanese,Downtown,Dubai,10,11,9,1,2,1,3,23-06-2025
DM-104680,Restaurant 4680,Italian,Deira,Dubai,8,7,5,0,1,1,1,26-01-2023
DM-104681,Restaurant 4681,Indian,Downtown,Dubai,1,6,1,0,1,1,5,06-05-2024
DM-104682,Restaurant 4682,French,Downtown,Dubai,2,4,0,0,1,1,1,20-05-2025
DM-104683,Restaurant 4683,French,Silicon Oasis,Dubai,3,1,1,0,1,1,5,05-08-2023
DM-104684,Restaurant 4684,Arabic,Business Bay,Dubai,9,15,5,0,0,0,1,20-07-2024
DM-104685,Restaurant 4685,Pakistani,Business Bay,Dubai,11,14,10,0,1,1,3,27-12-2024
DM-104686,Restaurant 4686,Italian,Bur Dubai,Dubai,1,3,3,0,1,1,5,15-03-2023
DM-104687,Restaurant 4687,Korean,Deira,Dubai,2,11,11,0,0,0,3,06-07-2025
DM-104688,Restaurant 4688,Japanese,Jumeirah,Dubai,10,7,2,0,1,1,3,03-06-2024
DM-104689,Restaurant 4689,Mexican,Marina,Dubai,4,0,0,0,0,0,1,16-12-2025
DM-104690,Restaurant 4690,Filipino,Bur Dubai,Dubai,9,4,3,1,0,0,4,10-09-2024
DM-104691,Restaurant 4691,Indian,Jumeirah,Dubai,3,14,14,0,0,0,5,07-11-2024
DM-104692,Restaurant 4692,American,Jumeirah,Dubai,5,13,13,0,0,0,5,28-01-2023
DM-104693,Restaurant 4693,American,Downtown,Dubai,11,6,0,0,0,0,2,19-03-2023
DM-104694,Restaurant 4694,Japanese,Silicon Oasis,Dubai,2,13,1,0,0,0,2,20-01-2025
DM-104695,Restaurant 4695,Indian,Deira,Dubai,4,2,2,1,2,1,1,04-04-2025
DM-104696,Restaurant 4696,Arabic,Jumeirah,Dubai,10,13,4,0,1,1,4,20-02-2026
DM-104697,Restaurant 4697,Turkish,Silicon Oasis,Dubai,5,2,0,0,1,1,5,04-03-2025
DM-104698,Restaurant 4698,Arabic,Downtown,Dubai,2,12,11,0,1,1,1,25-07-2025
DM-104699,Restaurant 4699,Persian,Deira,Dubai,1,0,0,0,1,1,1,31-03-2025
DM-104700,Restaurant 4700,Lebanese,Business Bay,Dubai,8,0,0,1,1,1,1,14-02-2026
DM-104701,Restaurant 4701,Indian,DIFC,Dubai,3,8,0,0,0,0,4,15-04-2025
DM-104702,Restaurant 4702,Mexican,Silicon Oasis,Dubai,9,10,5,0,1,1,5,20-07-2024
DM-104703,Restaurant 4703,Mexican,Jumeirah,Dubai,8,4,1,0,0,0,5,22-09-2023
DM-104704,Restaurant 4704,Arabic,Al Barsha,Dubai,9,11,0,1,0,0,2,20-06-2025
DM-104705,Restaurant 4705,American,JLT,Dubai,9,5,3,0,1,1,5,10-05-2025
DM-104706,Restaurant 4706,Japanese,Silicon Oasis,Dubai,10,7,3,1,1,1,3,12-10-2024
DM-104707,Restaurant 4707,Filipino,Bur Dubai,Dubai,1,6,6,0,0,0,4,06-10-2025
DM-104708,Restaurant 4708,Italian,Downtown,Dubai,3,10,7,0,0,0,2,28-02-2026
DM-104709,Restaurant 4709,Indian,Business Bay,Dubai,11,4,4,0,1,1,3,26-03-2025
DM-104710,Restaurant 4710,Korean,DIFC,Dubai,10,10,5,0,0,0,2,31-05-2023
DM-104711,Restaurant 4711,Chinese,Al Barsha,Dubai,8,5,0,1,0,0,3,22-09-2024
DM-104712,Restaurant 4712,Persian,Silicon Oasis,Dubai,3,6,4,0,0,0,2,15-05-2024
DM-104713,Restaurant 4713,Arabic,DIFC,Dubai,8,8,0,0,0,0,2,14-07-2023
DM-104714,Restaurant 4714,Pakistani,Deira,Dubai,10,0,0,0,1,1,1,03-05-2023
DM-104715,Restaurant 4715,Thai,Business Bay,Dubai,8,3,0,0,0,0,4,02-10-2025
DM-104716,Restaurant 4716,Pakistani,Downtown,Dubai,11,3,2,0,0,0,1,19-02-2023
DM-104717,Restaurant 4717,Turkish,Downtown,Dubai,7,7,7,0,1,1,2,03-12-2023
DM-104718,Restaurant 4718,Persian,Downtown,Dubai,12,2,2,0,0,0,2,11-05-2023
DM-104719,Restaurant 4719,Korean,Marina,Dubai,8,4,4,1,2,1,2,15-08-2023
DM-104720,Restaurant 4720,Japanese,Marina,Dubai,6,2,0,0,0,0,2,16-01-2026
DM-104721,Restaurant 4721,Arabic,Downtown,Dubai,4,4,3,0,1,1,1,10-04-2023
DM-104722,Restaurant 4722,Mexican,Silicon Oasis,Dubai,7,4,0,1,0,0,2,20-08-2023
DM-104723,Restaurant 4723,Persian,Marina,Dubai,10,15,12,1,2,1,2,08-06-2023
DM-104724,Restaurant 4724,Pakistani,Silicon Oasis,Dubai,10,6,6,0,1,1,3,21-11-2024
DM-104725,Restaurant 4725,Filipino,Business Bay,Dubai,8,9,0,0,0,0,3,17-02-2025
DM-104726,Restaurant 4726,Filipino,Silicon Oasis,Dubai,12,5,5,0,1,1,2,16-11-2023
DM-104727,Restaurant 4727,Turkish,Business Bay,Dubai,11,15,9,0,1,1,1,10-01-2025
DM-104728,Restaurant 4728,American,Jumeirah,Dubai,3,9,1,0,0,0,4,19-03-2024
DM-104729,Restaurant 4729,Turkish,Jumeirah,Dubai,5,8,5,0,0,0,5,27-02-2026
DM-104730,Restaurant 4730,Mexican,Jumeirah,Dubai,5,11,7,1,0,0,2,26-11-2025
DM-104731,Restaurant 4731,American,Silicon Oasis,Dubai,8,9,9,0,0,0,3,13-11-2023
DM-104732,Restaurant 4732,Italian,DIFC,Dubai,6,5,1,0,0,0,2,28-06-2023
DM-104733,Restaurant 4733,Italian,Marina,Dubai,2,2,1,0,0,0,2,19-11-2025
DM-104734,Restaurant 4734,Arabic,Marina,Dubai,12,7,4,0,0,0,2,22-04-2023
DM-104735,Restaurant 4735,Turkish,Al Barsha,Dubai,7,12,1,0,0,0,2,19-09-2023
DM-104736,Restaurant 4736,French,Bur Dubai,Dubai,7,6,2,0,0,0,2,21-03-2025
DM-104737,Restaurant 4737,Arabic,Jumeirah,Dubai,4,7,5,0,1,1,3,25-02-2025
DM-104738,Restaurant 4738,American,Al Barsha,Dubai,6,13,5,0,1,1,5,26-10-2024
DM-104739,Restaurant 4739,Korean,Marina,Dubai,12,7,4,0,0,0,5,27-12-2025
DM-104740,Restaurant 4740,Persian,Jumeirah,Dubai,4,6,0,1,2,1,1,21-12-2024
DM-104741,Restaurant 4741,Chinese,Silicon Oasis,Dubai,2,8,1,0,0,0,4,16-12-2024
DM-104742,Restaurant 4742,French,Al Barsha,Dubai,1,3,2,0,1,1,3,15-08-2023
DM-104743,Restaurant 4743,Italian,Bur Dubai,Dubai,11,15,9,0,1,1,1,19-12-2025
DM-104744,Restaurant 4744,Italian,Business Bay,Dubai,11,5,5,0,0,0,1,11-08-2024
DM-104745,Restaurant 4745,Japanese,Downtown,Dubai,10,10,10,1,0,0,1,03-05-2023
DM-104746,Restaurant 4746,French,Al Barsha,Dubai,12,12,9,0,1,1,3,01-03-2025
DM-104747,Restaurant 4747,Indian,Marina,Dubai,3,15,6,0,1,1,1,07-10-2023
DM-104748,Restaurant 4748,Arabic,Jumeirah,Dubai,9,13,9,1,1,1,1,21-01-2024
DM-104749,Restaurant 4749,Turkish,Jumeirah,Dubai,8,2,0,0,0,0,3,15-03-2024
DM-104750,Restaurant 4750,Persian,Downtown,Dubai,7,2,0,1,2,1,5,15-08-2024
DM-104751,Restaurant 4751,Thai,Business Bay,Dubai,6,14,8,1,1,1,1,30-07-2025
DM-104752,Restaurant 4752,Filipino,Bur Dubai,Dubai,3,8,8,0,0,0,2,21-07-2023
DM-104753,Restaurant 4753,Italian,Jumeirah,Dubai,11,3,1,0,0,0,4,28-11-2025
DM-104754,Restaurant 4754,Lebanese,Al Barsha,Dubai,2,8,8,0,0,0,5,17-02-2025
DM-104755,Restaurant 4755,Mexican,Marina,Dubai,1,15,2,0,1,1,3,30-06-2025
DM-104756,Restaurant 4756,Thai,Downtown,Dubai,4,13,3,1,1,1,4,02-11-2025
DM-104757,Restaurant 4757,Filipino,Downtown,Dubai,5,11,6,1,0,0,5,14-11-2024
DM-104758,Restaurant 4758,Korean,Marina,Dubai,9,4,4,1,1,1,2,12-09-2023
DM-104759,Restaurant 4759,Pakistani,Bur Dubai,Dubai,9,14,9,0,0,0,3,08-10-2023
DM-104760,Restaurant 4760,Pakistani,DIFC,Dubai,1,9,6,0,1,1,2,13-03-2023
DM-104761,Restaurant 4761,Lebanese,DIFC,Dubai,10,2,2,0,0,0,4,15-08-2025
DM-104762,Restaurant 4762,Pakistani,Jumeirah,Dubai,2,8,3,0,1,1,2,24-02-2023
DM-104763,Restaurant 4763,Arabic,Marina,Dubai,12,5,3,1,2,1,1,08-10-2023
DM-104764,Restaurant 4764,Italian,Marina,Dubai,4,2,1,0,1,1,1,01-03-2025
DM-104765,Restaurant 4765,Indian,Silicon Oasis,Dubai,11,9,1,1,1,1,5,07-05-2025
DM-104766,Restaurant 4766,Lebanese,Al Barsha,Dubai,5,6,5,1,0,0,3,18-12-2025
DM-104767,Restaurant 4767,Japanese,Bur Dubai,Dubai,12,15,8,0,1,1,3,26-12-2025
DM-104768,Restaurant 4768,Indian,Deira,Dubai,1,7,0,0,0,0,2,06-06-2024
DM-104769,Restaurant 4769,French,Silicon Oasis,Dubai,4,9,3,0,1,1,2,14-10-2024
DM-104770,Restaurant 4770,Mexican,Jumeirah,Dubai,1,11,9,0,0,0,1,09-04-2024
DM-104771,Restaurant 4771,Indian,Marina,Dubai,10,5,3,1,1,1,3,05-08-2024
DM-104772,Restaurant 4772,Filipino,Deira,Dubai,7,1,1,1,2,1,1,15-03-2025
DM-104773,Restaurant 4773,Japanese,Bur Dubai,Dubai,8,8,8,0,0,0,5,05-07-2023
DM-104774,Restaurant 4774,Indian,Deira,Dubai,6,15,10,0,0,0,3,30-10-2023
DM-104775,Restaurant 4775,Arabic,DIFC,Dubai,12,3,1,0,0,0,3,10-08-2025
DM-104776,Restaurant 4776,Chinese,Jumeirah,Dubai,3,9,6,0,0,0,1,22-09-2025
DM-104777,Restaurant 4777,French,Jumeirah,Dubai,3,10,6,0,0,0,5,12-05-2025
DM-104778,Restaurant 4778,Chinese,DIFC,Dubai,2,0,0,0,0,0,4,17-07-2025
DM-104779,Restaurant 4779,Indian,JLT,Dubai,2,10,8,0,0,0,4,04-04-2025
DM-104780,Restaurant 4780,Mexican,Deira,Dubai,10,0,0,0,0,0,4,11-10-2023
DM-104781,Restaurant 4781,Chinese,Al Barsha,Dubai,7,9,1,1,0,0,3,10-04-2024
DM-104782,Restaurant 4782,Mexican,Bur Dubai,Dubai,10,4,4,0,1,1,5,01-05-2024
DM-104783,Restaurant 4783,Mexican,Business Bay,Dubai,10,7,3,0,1,1,1,08-07-2025
DM-104784,Restaurant 4784,Pakistani,Jumeirah,Dubai,4,10,0,0,0,0,2,02-11-2024
DM-104785,Restaurant 4785,Pakistani,Business Bay,Dubai,3,6,2,0,0,0,3,23-05-2025
DM-104786,Restaurant 4786,Persian,JLT,Dubai,7,4,4,1,0,0,3,10-05-2023
DM-104787,Restaurant 4787,Pakistani,Al Barsha,Dubai,6,11,4,0,0,0,2,01-03-2023
DM-104788,Restaurant 4788,Japanese,Bur Dubai,Dubai,6,14,5,1,0,0,1,20-08-2025
DM-104789,Restaurant 4789,Indian,Jumeirah,Dubai,10,5,4,0,1,1,2,07-06-2025
DM-104790,Restaurant 4790,Italian,Bur Dubai,Dubai,9,11,8,1,2,1,1,28-09-2024
DM-104791,Restaurant 4791,Filipino,Jumeirah,Dubai,6,1,1,0,0,0,3,28-01-2025
DM-104792,Restaurant 4792,Filipino,Business Bay,Dubai,5,7,1,0,0,0,4,27-10-2024
DM-104793,Restaurant 4793,Persian,Jumeirah,Dubai,10,12,11,0,0,0,2,15-10-2025
DM-104794,Restaurant 4794,Lebanese,Silicon Oasis,Dubai,7,15,15,1,2,1,3,26-02-2023
DM-104795,Restaurant 4795,Arabic,Bur Dubai,Dubai,5,2,0,1,1,1,4,13-04-2024
DM-104796,Restaurant 4796,Indian,DIFC,Dubai,2,0,0,0,1,1,5,20-01-2023
DM-104797,Restaurant 4797,Korean,JLT,Dubai,9,11,9,0,0,0,1,16-11-2024
DM-104798,Restaurant 4798,Pakistani,Al Barsha,Dubai,6,6,5,1,1,1,5,10-01-2025
DM-104799,Restaurant 4799,Lebanese,DIFC,Dubai,6,13,4,1,0,0,2,20-11-2024
DM-104800,Restaurant 4800,Indian,Marina,Dubai,7,9,4,0,1,1,3,26-01-2026
DM-104801,Restaurant 4801,Thai,Downtown,Dubai,6,7,1,0,1,1,3,13-10-2025
DM-104802,Restaurant 4802,Turkish,DIFC,Dubai,4,0,0,0,0,0,3,26-04-2025
DM-104803,Restaurant 4803,Persian,Deira,Dubai,9,9,8,0,0,0,1,25-05-2023
DM-104804,Restaurant 4804,Filipino,Deira,Dubai,5,13,6,1,1,1,2,18-06-2025
DM-104805,Restaurant 4805,French,DIFC,Dubai,1,9,4,0,0,0,1,20-03-2023
DM-104806,Restaurant 4806,Mexican,DIFC,Dubai,7,15,13,0,0,0,2,25-04-2025
DM-104807,Restaurant 4807,American,Deira,Dubai,12,0,0,1,0,0,1,29-10-2023
DM-104808,Restaurant 4808,Thai,Downtown,Dubai,6,3,2,0,0,0,1,23-07-2024
DM-104809,Restaurant 4809,Persian,Deira,Dubai,5,11,6,1,1,1,2,11-08-2023
DM-104810,Restaurant 4810,Italian,Marina,Dubai,2,2,2,0,1,1,1,31-08-2023
DM-104811,Restaurant 4811,Arabic,Silicon Oasis,Dubai,3,13,12,0,0,0,5,13-06-2025
DM-104812,Restaurant 4812,Indian,DIFC,Dubai,10,10,10,0,0,0,1,07-10-2024
DM-104813,Restaurant 4813,Italian,Business Bay,Dubai,3,8,1,0,1,1,2,19-05-2024
DM-104814,Restaurant 4814,Thai,Downtown,Dubai,4,6,2,0,0,0,1,23-10-2024
DM-104815,Restaurant 4815,Thai,Silicon Oasis,Dubai,1,3,0,0,0,0,4,09-01-2024
DM-104816,Restaurant 4816,Thai,Deira,Dubai,11,0,0,1,2,1,2,16-06-2023
DM-104817,Restaurant 4817,Mexican,Downtown,Dubai,2,9,0,0,0,0,4,20-12-2025
DM-104818,Restaurant 4818,American,Jumeirah,Dubai,4,13,12,0,1,1,4,19-09-2024
DM-104819,Restaurant 4819,Pakistani,Downtown,Dubai,3,8,1,0,0,0,1,30-06-2023
DM-104820,Restaurant 4820,Turkish,DIFC,Dubai,12,6,6,1,0,0,1,16-08-2023
DM-104821,Restaurant 4821,Mexican,DIFC,Dubai,11,14,10,1,0,0,2,12-01-2023
DM-104822,Restaurant 4822,Thai,Al Barsha,Dubai,11,9,0,0,0,0,5,07-10-2023
DM-104823,Restaurant 4823,Pakistani,Jumeirah,Dubai,3,1,0,0,1,1,2,16-07-2024
DM-104824,Restaurant 4824,Italian,Downtown,Dubai,2,0,0,0,0,0,2,12-01-2026
DM-104825,Restaurant 4825,Italian,JLT,Dubai,4,4,1,1,1,1,3,23-04-2024
DM-104826,Restaurant 4826,Turkish,DIFC,Dubai,10,7,3,1,1,1,4,19-04-2023
DM-104827,Restaurant 4827,Mexican,Downtown,Dubai,11,0,0,1,0,0,4,07-10-2025
DM-104828,Restaurant 4828,Arabic,Bur Dubai,Dubai,1,6,0,0,1,1,1,22-06-2024
DM-104829,Restaurant 4829,Chinese,Downtown,Dubai,2,5,0,0,0,0,4,23-10-2024
DM-104830,Restaurant 4830,Pakistani,Al Barsha,Dubai,8,0,0,0,0,0,4,10-07-2024
DM-104831,Restaurant 4831,Indian,Deira,Dubai,12,11,1,1,0,0,3,27-06-2024
DM-104832,Restaurant 4832,Arabic,Marina,Dubai,11,7,6,0,1,1,5,07-03-2024
DM-104833,Restaurant 4833,Korean,Bur Dubai,Dubai,1,12,3,0,0,0,2,30-04-2025
DM-104834,Restaurant 4834,Turkish,Silicon Oasis,Dubai,12,9,3,0,1,1,3,11-01-2023
DM-104835,Restaurant 4835,French,Marina,Dubai,1,2,2,0,0,0,5,27-08-2024
DM-104836,Restaurant 4836,Filipino,Silicon Oasis,Dubai,3,0,0,0,1,1,5,07-02-2023
DM-104837,Restaurant 4837,Thai,Bur Dubai,Dubai,10,10,4,0,1,1,3,13-04-2024
DM-104838,Restaurant 4838,Arabic,Business Bay,Dubai,5,2,2,1,2,1,3,29-01-2025
DM-104839,Restaurant 4839,Lebanese,Business Bay,Dubai,5,0,0,0,1,1,3,29-01-2024
DM-104840,Restaurant 4840,Mexican,Bur Dubai,Dubai,6,4,2,1,1,1,4,27-01-2023
DM-104841,Restaurant 4841,American,Silicon Oasis,Dubai,11,10,3,1,1,1,1,07-12-2024
DM-104842,Restaurant 4842,Korean,Bur Dubai,Dubai,3,10,1,0,1,1,1,10-12-2025
DM-104843,Restaurant 4843,Pakistani,Marina,Dubai,8,5,5,1,1,1,4,03-11-2025
DM-104844,Restaurant 4844,Turkish,Deira,Dubai,2,7,7,0,0,0,4,13-06-2023
DM-104845,Restaurant 4845,Arabic,Business Bay,Dubai,2,10,8,0,0,0,3,06-07-2023
DM-104846,Restaurant 4846,Mexican,DIFC,Dubai,11,11,1,1,0,0,5,07-02-2024
DM-104847,Restaurant 4847,Mexican,Downtown,Dubai,6,13,3,1,0,0,1,03-03-2025
DM-104848,Restaurant 4848,Mexican,Jumeirah,Dubai,10,12,9,0,1,1,5,18-03-2025
DM-104849,Restaurant 4849,Lebanese,Marina,Dubai,4,5,3,0,1,1,3,13-02-2023
DM-104850,Restaurant 4850,Filipino,Silicon Oasis,Dubai,4,7,6,0,1,1,1,23-01-2024
DM-104851,Restaurant 4851,Italian,Jumeirah,Dubai,7,13,3,0,1,1,5,15-04-2024
DM-104852,Restaurant 4852,French,JLT,Dubai,10,4,3,0,0,0,3,21-11-2025
DM-104853,Restaurant 4853,Pakistani,DIFC,Dubai,6,4,4,0,0,0,4,31-10-2025
DM-104854,Restaurant 4854,Japanese,Downtown,Dubai,3,5,1,0,1,1,1,25-04-2024
DM-104855,Restaurant 4855,Indian,Jumeirah,Dubai,9,13,4,1,1,1,3,04-10-2023
DM-104856,Restaurant 4856,Korean,Al Barsha,Dubai,3,9,9,0,0,0,3,16-12-2025
DM-104857,Restaurant 4857,Italian,Deira,Dubai,11,14,6,1,0,0,1,06-01-2024
DM-104858,Restaurant 4858,Mexican,Al Barsha,Dubai,1,3,1,0,1,1,5,28-10-2024
DM-104859,Restaurant 4859,Arabic,JLT,Dubai,7,11,5,1,1,1,1,01-02-2024
DM-104860,Restaurant 4860,Pakistani,Silicon Oasis,Dubai,12,12,6,0,1,1,2,20-04-2023
DM-104861,Restaurant 4861,Indian,JLT,Dubai,6,8,5,1,1,1,4,21-09-2025
DM-104862,Restaurant 4862,Korean,Al Barsha,Dubai,4,4,4,0,0,0,1,28-01-2026
DM-104863,Restaurant 4863,Thai,Deira,Dubai,4,9,1,1,2,1,1,11-02-2024
DM-104864,Restaurant 4864,American,Al Barsha,Dubai,5,11,3,1,0,0,5,18-09-2025
DM-104865,Restaurant 4865,Japanese,Deira,Dubai,7,1,1,1,2,1,1,02-03-2023
DM-104866,Restaurant 4866,Italian,JLT,Dubai,3,15,11,0,1,1,3,28-04-2024
DM-104867,Restaurant 4867,French,Al Barsha,Dubai,11,7,3,0,0,0,3,03-05-2025
DM-104868,Restaurant 4868,Persian,Marina,Dubai,12,14,2,0,1,1,3,29-10-2024
DM-104869,Restaurant 4869,Persian,DIFC,Dubai,11,8,4,1,0,0,5,14-01-2025
DM-104870,Restaurant 4870,Chinese,Marina,Dubai,4,4,1,1,1,1,5,04-06-2025
DM-104871,Restaurant 4871,Korean,JLT,Dubai,1,2,1,0,0,0,2,14-02-2024
DM-104872,Restaurant 4872,Lebanese,Marina,Dubai,9,2,2,1,0,0,1,07-03-2023
DM-104873,Restaurant 4873,Italian,Bur Dubai,Dubai,3,11,1,0,1,1,5,23-07-2024
DM-104874,Restaurant 4874,Chinese,Deira,Dubai,2,13,2,0,1,1,2,08-01-2025
DM-104875,Restaurant 4875,Japanese,Marina,Dubai,3,8,2,0,1,1,3,05-10-2024
DM-104876,Restaurant 4876,Turkish,Jumeirah,Dubai,2,9,0,0,0,0,5,26-04-2024
DM-104877,Restaurant 4877,Turkish,DIFC,Dubai,6,11,8,0,0,0,2,18-02-2023
DM-104878,Restaurant 4878,Arabic,Deira,Dubai,1,2,1,0,0,0,2,22-11-2024
DM-104879,Restaurant 4879,Indian,DIFC,Dubai,8,7,1,1,1,1,3,05-06-2025
DM-104880,Restaurant 4880,Mexican,Jumeirah,Dubai,8,0,0,0,0,0,4,26-05-2025
DM-104881,Restaurant 4881,Pakistani,Al Barsha,Dubai,3,6,3,0,0,0,1,30-07-2023
DM-104882,Restaurant 4882,Japanese,Al Barsha,Dubai,1,15,12,0,0,0,5,11-01-2023
DM-104883,Restaurant 4883,Thai,JLT,Dubai,8,8,5,0,1,1,1,01-11-2023
DM-104884,Restaurant 4884,Indian,Jumeirah,Dubai,3,13,6,0,0,0,3,07-03-2023
DM-104885,Restaurant 4885,Pakistani,Al Barsha,Dubai,7,6,3,1,2,1,3,04-09-2024
DM-104886,Restaurant 4886,Pakistani,Business Bay,Dubai,6,5,4,0,1,1,3,02-06-2024
DM-104887,Restaurant 4887,Lebanese,Silicon Oasis,Dubai,7,7,0,0,0,0,3,05-02-2024
DM-104888,Restaurant 4888,French,JLT,Dubai,7,7,7,0,0,0,2,02-12-2025
DM-104889,Restaurant 4889,Filipino,Deira,Dubai,12,10,6,0,0,0,1,21-05-2025
DM-104890,Restaurant 4890,Japanese,Jumeirah,Dubai,12,13,12,1,2,1,1,25-11-2024
DM-104891,Restaurant 4891,Lebanese,Jumeirah,Dubai,12,3,2,0,1,1,5,29-08-2024
DM-104892,Restaurant 4892,Indian,Jumeirah,Dubai,12,2,2,0,1,1,3,29-02-2024
DM-104893,Restaurant 4893,Lebanese,DIFC,Dubai,4,13,12,0,1,1,3,15-04-2023
DM-104894,Restaurant 4894,Persian,JLT,Dubai,8,11,6,0,0,0,4,25-02-2026
DM-104895,Restaurant 4895,Persian,Marina,Dubai,2,14,0,0,1,1,3,30-09-2023
DM-104896,Restaurant 4896,American,Marina,Dubai,2,10,1,0,1,1,1,17-07-2025
DM-104897,Restaurant 4897,Filipino,Jumeirah,Dubai,3,14,1,0,0,0,5,21-02-2026
DM-104898,Restaurant 4898,Lebanese,DIFC,Dubai,3,7,1,0,0,0,4,14-07-2023
DM-104899,Restaurant 4899,Mexican,Silicon Oasis,Dubai,2,11,10,0,0,0,2,13-07-2025
DM-104900,Restaurant 4900,Thai,Bur Dubai,Dubai,6,7,3,1,2,1,5,16-01-2023
DM-104901,Restaurant 4901,Turkish,JLT,Dubai,4,2,0,1,1,1,3,17-04-2025
DM-104902,Restaurant 4902,Indian,Business Bay,Dubai,10,3,2,1,2,1,5,17-07-2023
DM-104903,Restaurant 4903,Filipino,Silicon Oasis,Dubai,5,14,13,1,1,1,5,20-12-2023
DM-104904,Restaurant 4904,Italian,Downtown,Dubai,8,11,10,1,1,1,2,27-02-2025
DM-104905,Restaurant 4905,Persian,Jumeirah,Dubai,12,15,12,1,2,1,3,17-11-2024
DM-104906,Restaurant 4906,Arabic,JLT,Dubai,11,1,1,0,1,1,5,21-05-2024
DM-104907,Restaurant 4907,French,Bur Dubai,Dubai,11,14,10,1,2,1,1,11-02-2026
DM-104908,Restaurant 4908,Turkish,Jumeirah,Dubai,7,10,10,1,1,1,1,08-04-2023
DM-104909,Restaurant 4909,Arabic,Downtown,Dubai,1,8,0,0,0,0,1,25-06-2024
DM-104910,Restaurant 4910,Turkish,Business Bay,Dubai,5,9,9,1,0,0,1,01-05-2024
